token,phase,entropy,task_id,sample_idx
 has,signature,0.0001773317635525018,HumanEval/0,3
_close,signature,4.2727777326945215e-05,HumanEval/0,3
_elements,signature,0.00010855426808120683,HumanEval/0,3
(numbers,signature,4.908483970211819e-05,HumanEval/0,3
:,signature,2.0909028535243124e-05,HumanEval/0,3
 List,signature,8.206046186387539e-05,HumanEval/0,3
[float,signature,3.116275911452249e-05,HumanEval/0,3
"],",signature,0.00017549570475239307,HumanEval/0,3
 threshold,signature,0.00031819005380384624,HumanEval/0,3
:,signature,1.64873490575701e-05,HumanEval/0,3
 float,signature,7.747451309114695e-05,HumanEval/0,3
),signature,3.437323903199285e-05,HumanEval/0,3
 ->,signature,9.372024578624405e-06,HumanEval/0,3
 bool,signature,8.24807066237554e-05,HumanEval/0,3
":
",signature,0.0007055795285850763,HumanEval/0,3
   ,signature,0.0032969224266707897,HumanEval/0,3
 for,signature,1.25677490234375,HumanEval/0,3
 i,body,0.0007306256447918713,HumanEval/0,3
 in,body,0.019410640001296997,HumanEval/0,3
 range,body,1.9652532500913367e-05,HumanEval/0,3
(len,body,0.0017458696383982897,HumanEval/0,3
(numbers,body,1.238321783603169e-05,HumanEval/0,3
")):
",body,0.002878426108509302,HumanEval/0,3
       ,body,3.8787766243331134e-05,HumanEval/0,3
 for,body,0.00014426562120206654,HumanEval/0,3
 j,body,2.8182746973470785e-05,HumanEval/0,3
 in,body,1.4499462849926203e-05,HumanEval/0,3
 range,body,2.6295092538930476e-05,HumanEval/0,3
(i,body,0.0007491229916922748,HumanEval/0,3
 +,body,0.08194053173065186,HumanEval/0,3
 ,body,7.714728781138547e-06,HumanEval/0,3
1,body,2.207560100941919e-06,HumanEval/0,3
",",body,4.054797682329081e-05,HumanEval/0,3
 len,body,2.781086186587345e-05,HumanEval/0,3
(numbers,body,4.869922122452408e-06,HumanEval/0,3
")):
",body,7.817496953066438e-05,HumanEval/0,3
           ,body,4.496336623560637e-05,HumanEval/0,3
 if,body,0.00012858654372394085,HumanEval/0,3
 abs,body,0.0010889191180467606,HumanEval/0,3
(numbers,body,7.73906649556011e-05,HumanEval/0,3
[i,body,0.003473180579021573,HumanEval/0,3
],body,2.966567080875393e-05,HumanEval/0,3
 -,body,4.641688974516001e-06,HumanEval/0,3
 numbers,body,1.7570991985849105e-05,HumanEval/0,3
[j,body,3.616758840507828e-05,HumanEval/0,3
]),body,1.2793259884347208e-05,HumanEval/0,3
 <,body,0.0009236871846951544,HumanEval/0,3
 threshold,body,3.1607080018147826e-05,HumanEval/0,3
":
",body,7.732452650088817e-05,HumanEval/0,3
               ,body,4.246116441208869e-05,HumanEval/0,3
 return,body,1.4455291420745198e-05,HumanEval/0,3
 True,body,6.34149182587862e-05,HumanEval/0,3
"
",operator,0.0003287888830527663,HumanEval/0,3
   ,operator,2.0262627003830858e-05,HumanEval/0,3
 return,operator,9.164865332422778e-06,HumanEval/0,3
 False,body,0.0003227140987291932,HumanEval/0,3
"
",operator,0.16286635398864746,HumanEval/0,3
from,body,0.6448816061019897,HumanEval/0,4
 typing,body,0.01030336506664753,HumanEval/0,4
 import,body,1.6548940038774163e-05,HumanEval/0,4
 List,body,0.09321277588605881,HumanEval/0,4
"


",operator,0.09465469419956207,HumanEval/0,4
def,signature,0.0021588769741356373,HumanEval/0,4
 has,signature,0.0001773317635525018,HumanEval/0,4
_close,signature,4.2727777326945215e-05,HumanEval/0,4
_elements,signature,0.00010855426808120683,HumanEval/0,4
(numbers,signature,4.908483970211819e-05,HumanEval/0,4
:,signature,2.0909028535243124e-05,HumanEval/0,4
 List,signature,8.206046186387539e-05,HumanEval/0,4
[float,signature,3.116275911452249e-05,HumanEval/0,4
"],",signature,0.00017549570475239307,HumanEval/0,4
 threshold,signature,0.00031819005380384624,HumanEval/0,4
:,signature,1.64873490575701e-05,HumanEval/0,4
 float,signature,7.747451309114695e-05,HumanEval/0,4
),signature,3.437323903199285e-05,HumanEval/0,4
 ->,signature,9.372024578624405e-06,HumanEval/0,4
 bool,signature,8.24807066237554e-05,HumanEval/0,4
":
",signature,0.0007055795285850763,HumanEval/0,4
   ,signature,0.0032969224266707897,HumanEval/0,4
 for,signature,1.25677490234375,HumanEval/0,4
 i,body,0.0007306256447918713,HumanEval/0,4
 in,body,0.019410640001296997,HumanEval/0,4
 range,body,1.9652532500913367e-05,HumanEval/0,4
(len,body,0.0017458696383982897,HumanEval/0,4
(numbers,body,1.238321783603169e-05,HumanEval/0,4
")):
",body,0.002878426108509302,HumanEval/0,4
       ,body,3.8787766243331134e-05,HumanEval/0,4
 for,body,0.00014426562120206654,HumanEval/0,4
 j,body,2.8182746973470785e-05,HumanEval/0,4
 in,body,1.4499462849926203e-05,HumanEval/0,4
 range,body,2.6295092538930476e-05,HumanEval/0,4
(i,body,0.0007491229916922748,HumanEval/0,4
 +,body,0.08194053173065186,HumanEval/0,4
 ,body,7.714728781138547e-06,HumanEval/0,4
1,body,2.207560100941919e-06,HumanEval/0,4
",",body,4.054797682329081e-05,HumanEval/0,4
 len,body,2.781086186587345e-05,HumanEval/0,4
(numbers,body,4.869922122452408e-06,HumanEval/0,4
")):
",body,7.817496953066438e-05,HumanEval/0,4
           ,body,4.496336623560637e-05,HumanEval/0,4
 if,body,0.00012858654372394085,HumanEval/0,4
 abs,body,0.0010889191180467606,HumanEval/0,4
(numbers,body,7.73906649556011e-05,HumanEval/0,4
[i,body,0.003473180579021573,HumanEval/0,4
],body,2.966567080875393e-05,HumanEval/0,4
 -,body,4.641688974516001e-06,HumanEval/0,4
 numbers,body,1.7570991985849105e-05,HumanEval/0,4
[j,body,3.616758840507828e-05,HumanEval/0,4
]),body,1.2793259884347208e-05,HumanEval/0,4
 <,body,0.0009236871846951544,HumanEval/0,4
 threshold,body,3.1607080018147826e-05,HumanEval/0,4
":
",body,7.732452650088817e-05,HumanEval/0,4
               ,body,4.246116441208869e-05,HumanEval/0,4
 return,body,1.4455291420745198e-05,HumanEval/0,4
 True,body,6.34149182587862e-05,HumanEval/0,4
"
",operator,0.0003287888830527663,HumanEval/0,4
   ,operator,2.0262627003830858e-05,HumanEval/0,4
 return,operator,9.164865332422778e-06,HumanEval/0,4
 False,body,0.0003227140987291932,HumanEval/0,4
"
",operator,0.16286635398864746,HumanEval/0,4
from,body,0.6448816061019897,HumanEval/0,5
 typing,body,0.01030336506664753,HumanEval/0,5
 import,body,1.6548940038774163e-05,HumanEval/0,5
 List,body,0.09321277588605881,HumanEval/0,5
"


",operator,0.09465469419956207,HumanEval/0,5
def,signature,0.0021588769741356373,HumanEval/0,5
 has,signature,0.0001773317635525018,HumanEval/0,5
_close,signature,4.2727777326945215e-05,HumanEval/0,5
_elements,signature,0.00010855426808120683,HumanEval/0,5
(numbers,signature,4.908483970211819e-05,HumanEval/0,5
:,signature,2.0909028535243124e-05,HumanEval/0,5
 List,signature,8.206046186387539e-05,HumanEval/0,5
[float,signature,3.116275911452249e-05,HumanEval/0,5
"],",signature,0.00017549570475239307,HumanEval/0,5
 threshold,signature,0.00031819005380384624,HumanEval/0,5
:,signature,1.64873490575701e-05,HumanEval/0,5
 float,signature,7.747451309114695e-05,HumanEval/0,5
),signature,3.437323903199285e-05,HumanEval/0,5
 ->,signature,9.372024578624405e-06,HumanEval/0,5
 bool,signature,8.24807066237554e-05,HumanEval/0,5
":
",signature,0.0007055795285850763,HumanEval/0,5
   ,signature,0.0032969224266707897,HumanEval/0,5
 numbers,signature,1.25677490234375,HumanEval/0,5
.sort,body,0.10061345249414444,HumanEval/0,5
"()
",body,0.16591589152812958,HumanEval/0,5
   ,operator,0.010271687991917133,HumanEval/0,5
 for,operator,0.03347153216600418,HumanEval/0,5
 i,body,0.0004697726690210402,HumanEval/0,5
 in,body,0.0002841407258529216,HumanEval/0,5
 range,body,3.6323013773653656e-05,HumanEval/0,5
(len,body,0.07037948071956635,HumanEval/0,5
(numbers,body,1.22315314001753e-05,HumanEval/0,5
),body,0.0030676331371068954,HumanEval/0,5
 -,body,4.500651357375318e-06,HumanEval/0,5
 ,body,2.57447700278135e-05,HumanEval/0,5
1,body,5.123151822772343e-06,HumanEval/0,5
"):
",body,0.0002975325915031135,HumanEval/0,5
       ,body,3.9036633097566664e-05,HumanEval/0,5
 if,body,9.072085958905518e-05,HumanEval/0,5
 abs,body,0.347490131855011,HumanEval/0,5
(numbers,body,3.312126500532031e-05,HumanEval/0,5
[i,body,4.7259280108846724e-05,HumanEval/0,5
],body,0.0009490644442848861,HumanEval/0,5
 -,body,4.376860488264356e-06,HumanEval/0,5
 numbers,body,1.3304118510859553e-05,HumanEval/0,5
[i,body,6.568009848706424e-05,HumanEval/0,5
 +,body,0.09948362410068512,HumanEval/0,5
 ,body,1.179145237983903e-05,HumanEval/0,5
1,body,3.2812664585435414e-07,HumanEval/0,5
]),body,2.1451023712870665e-05,HumanEval/0,5
 <,body,0.004742953460663557,HumanEval/0,5
 threshold,body,3.370582271600142e-05,HumanEval/0,5
":
",body,5.301822966430336e-05,HumanEval/0,5
           ,body,3.198410558979958e-05,HumanEval/0,5
 return,body,1.4788619409955572e-05,HumanEval/0,5
 True,body,6.3486528233625e-05,HumanEval/0,5
"
",operator,0.0002085570595227182,HumanEval/0,5
   ,operator,2.1732377717853524e-05,HumanEval/0,5
 return,operator,1.102131136576645e-05,HumanEval/0,5
 False,body,0.00028961931820958853,HumanEval/0,5
"
",operator,0.22922703623771667,HumanEval/0,5
from,body,0.6448816061019897,HumanEval/0,7
 typing,body,0.01030336506664753,HumanEval/0,7
 import,body,1.6548940038774163e-05,HumanEval/0,7
 List,body,0.09321277588605881,HumanEval/0,7
"


",operator,0.09465469419956207,HumanEval/0,7
def,signature,0.0021588769741356373,HumanEval/0,7
 has,signature,0.0001773317635525018,HumanEval/0,7
_close,signature,4.2727777326945215e-05,HumanEval/0,7
_elements,signature,0.00010855426808120683,HumanEval/0,7
(numbers,signature,4.908483970211819e-05,HumanEval/0,7
:,signature,2.0909028535243124e-05,HumanEval/0,7
 List,signature,8.206046186387539e-05,HumanEval/0,7
[float,signature,3.116275911452249e-05,HumanEval/0,7
"],",signature,0.00017549570475239307,HumanEval/0,7
 threshold,signature,0.00031819005380384624,HumanEval/0,7
:,signature,1.64873490575701e-05,HumanEval/0,7
 float,signature,7.747451309114695e-05,HumanEval/0,7
),signature,3.437323903199285e-05,HumanEval/0,7
 ->,signature,9.372024578624405e-06,HumanEval/0,7
 bool,signature,8.24807066237554e-05,HumanEval/0,7
":
",signature,0.0007055795285850763,HumanEval/0,7
   ,signature,0.0032969224266707897,HumanEval/0,7
 for,signature,1.25677490234375,HumanEval/0,7
 i,body,0.0007306256447918713,HumanEval/0,7
 in,body,0.019410640001296997,HumanEval/0,7
 range,body,1.9652532500913367e-05,HumanEval/0,7
(len,body,0.0017458696383982897,HumanEval/0,7
(numbers,body,1.238321783603169e-05,HumanEval/0,7
")):
",body,0.002878426108509302,HumanEval/0,7
       ,body,3.8787766243331134e-05,HumanEval/0,7
 for,body,0.00014426562120206654,HumanEval/0,7
 j,body,2.8182746973470785e-05,HumanEval/0,7
 in,body,1.4499462849926203e-05,HumanEval/0,7
 range,body,2.6295092538930476e-05,HumanEval/0,7
(i,body,0.0007491229916922748,HumanEval/0,7
 +,body,0.08194053173065186,HumanEval/0,7
 ,body,7.714728781138547e-06,HumanEval/0,7
1,body,2.207560100941919e-06,HumanEval/0,7
",",body,4.054797682329081e-05,HumanEval/0,7
 len,body,2.781086186587345e-05,HumanEval/0,7
(numbers,body,4.869922122452408e-06,HumanEval/0,7
")):
",body,7.817496953066438e-05,HumanEval/0,7
           ,body,4.496336623560637e-05,HumanEval/0,7
 if,body,0.00012858654372394085,HumanEval/0,7
 abs,body,0.0010889191180467606,HumanEval/0,7
(numbers,body,7.73906649556011e-05,HumanEval/0,7
[i,body,0.003473180579021573,HumanEval/0,7
],body,2.966567080875393e-05,HumanEval/0,7
 -,body,4.641688974516001e-06,HumanEval/0,7
 numbers,body,1.7570991985849105e-05,HumanEval/0,7
[j,body,3.616758840507828e-05,HumanEval/0,7
]),body,1.2793259884347208e-05,HumanEval/0,7
 <,body,0.0009236871846951544,HumanEval/0,7
 threshold,body,3.1607080018147826e-05,HumanEval/0,7
":
",body,7.732452650088817e-05,HumanEval/0,7
               ,body,4.246116441208869e-05,HumanEval/0,7
 return,body,1.4455291420745198e-05,HumanEval/0,7
 True,body,6.34149182587862e-05,HumanEval/0,7
"
",operator,0.0003287888830527663,HumanEval/0,7
   ,operator,2.0262627003830858e-05,HumanEval/0,7
 return,operator,9.164865332422778e-06,HumanEval/0,7
 False,body,0.0003227140987291932,HumanEval/0,7
"
",operator,0.16286635398864746,HumanEval/0,7
from,body,1.0169854164123535,HumanEval/1,0
 typing,body,0.008488778956234455,HumanEval/1,0
 import,body,5.0327187636867166e-05,HumanEval/1,0
 List,body,0.35954421758651733,HumanEval/1,0
"


",operator,0.15361550450325012,HumanEval/1,0
def,signature,0.003065630095079541,HumanEval/1,0
 separate,signature,0.00022527178225573152,HumanEval/1,0
_p,signature,8.92391981324181e-05,HumanEval/1,0
aren,signature,2.9261776944622397e-05,HumanEval/1,0
_groups,signature,0.00033269761479459703,HumanEval/1,0
(paren,signature,0.00019294815137982368,HumanEval/1,0
_string,signature,0.00019353782408870757,HumanEval/1,0
:,signature,4.875521335634403e-05,HumanEval/1,0
 str,signature,4.296733095543459e-05,HumanEval/1,0
),signature,8.961918501881883e-05,HumanEval/1,0
 ->,signature,2.7176438379683532e-05,HumanEval/1,0
 List,signature,8.335991151398048e-05,HumanEval/1,0
[str,signature,7.157583604566753e-05,HumanEval/1,0
"]:
",signature,0.0013935979222878814,HumanEval/1,0
   ,signature,0.002168073318898678,HumanEval/1,0
 result,signature,1.274287223815918,HumanEval/1,0
 =,body,0.0409783311188221,HumanEval/1,0
" []
",body,0.002023305045440793,HumanEval/1,0
   ,operator,3.4726501326076686e-05,HumanEval/1,0
 current,operator,0.9216622710227966,HumanEval/1,0
_group,body,0.15201324224472046,HumanEval/1,0
 =,body,6.261699309106916e-05,HumanEval/1,0
" []
",body,0.10068404674530029,HumanEval/1,0
   ,operator,0.00025779029238037765,HumanEval/1,0
 depth,operator,0.46633097529411316,HumanEval/1,0
 =,body,3.2250209187623113e-05,HumanEval/1,0
 ,body,1.6252648492809385e-05,HumanEval/1,0
0,body,1.5362951444330974e-06,HumanEval/1,0
"

",operator,0.2484225630760193,HumanEval/1,0
   ,operator,2.4174985810532235e-05,HumanEval/1,0
 for,operator,0.022352954372763634,HumanEval/1,0
 char,body,0.0026030426379293203,HumanEval/1,0
 in,body,1.424749098077882e-05,HumanEval/1,0
 paren,body,0.017198532819747925,HumanEval/1,0
_string,body,4.896862265013624e-06,HumanEval/1,0
.replace,body,0.06678013503551483,HumanEval/1,0
(',body,0.6857941150665283,HumanEval/1,0
" ',",body,0.0001498047640779987,HumanEval/1,0
 ',body,0.07562161982059479,HumanEval/1,0
"'):
",body,9.71566914813593e-05,HumanEval/1,0
       ,body,6.38265919405967e-05,HumanEval/1,0
 if,body,0.3921928107738495,HumanEval/1,0
 char,body,8.481270197080448e-05,HumanEval/1,0
 ==,body,8.627533679828048e-05,HumanEval/1,0
 '(',body,0.0018802410922944546,HumanEval/1,0
":
",body,2.5100907805608585e-05,HumanEval/1,0
           ,body,2.75174061243888e-05,HumanEval/1,0
 depth,body,0.05800383538007736,HumanEval/1,0
 +=,body,6.88119325786829e-06,HumanEval/1,0
 ,body,9.884000974125229e-06,HumanEval/1,0
1,body,2.903371694173984e-07,HumanEval/1,0
"
",body,0.00010602214024402201,HumanEval/1,0
           ,body,0.6913995146751404,HumanEval/1,0
 current,body,0.0012489954242482781,HumanEval/1,0
_group,body,5.0433627620805055e-06,HumanEval/1,0
.append,body,0.00010304352326784283,HumanEval/1,0
(char,body,0.0009650196298025548,HumanEval/1,0
")
",body,0.00023372334544546902,HumanEval/1,0
       ,body,2.5840412490651943e-05,HumanEval/1,0
 elif,body,0.0004764504265040159,HumanEval/1,0
 char,body,2.9168273613322526e-05,HumanEval/1,0
 ==,body,1.2257000889803749e-05,HumanEval/1,0
 '),body,0.006270675454288721,HumanEval/1,0
"':
",body,7.107182318577543e-05,HumanEval/1,0
           ,body,5.3634470532415435e-05,HumanEval/1,0
 depth,body,0.05498510226607323,HumanEval/1,0
 -=,body,5.665336720994674e-05,HumanEval/1,0
 ,body,1.4658728105132468e-05,HumanEval/1,0
1,body,3.738410327969177e-07,HumanEval/1,0
"
",body,7.429973720718408e-06,HumanEval/1,0
           ,body,1.72202071553329e-05,HumanEval/1,0
 current,body,9.781218250282109e-05,HumanEval/1,0
_group,body,3.5960385957878316e-06,HumanEval/1,0
.append,body,2.2950284801481757e-06,HumanEval/1,0
(char,body,9.785459042177536e-06,HumanEval/1,0
")
",body,0.0025239605456590652,HumanEval/1,0
           ,body,0.0007359019364230335,HumanEval/1,0
 if,body,1.9291495846118778e-05,HumanEval/1,0
 depth,body,4.2275663872715086e-05,HumanEval/1,0
 ==,body,9.20581805985421e-06,HumanEval/1,0
 ,body,1.1201125289517222e-06,HumanEval/1,0
0,body,2.6473196612641914e-07,HumanEval/1,0
":
",body,0.00018645107047632337,HumanEval/1,0
               ,body,8.990299829747528e-05,HumanEval/1,0
 result,body,4.554320184979588e-05,HumanEval/1,0
.append,body,9.15573036763817e-06,HumanEval/1,0
(',body,0.003041665069758892,HumanEval/1,0
