token,phase,entropy,task_id,sample_idx
->,signature,0.005253385752439499,HumanEval/2,2
float,signature,0.004562984220683575,HumanEval/2,2
:,signature,0.00603628670796752,HumanEval/2,2
"
",signature,0.01594732515513897,HumanEval/2,2
  ,signature,0.026231935247778893,HumanEval/2,2
"""""""",signature,0.7454593181610107,HumanEval/2,2
"
",docstring,1.3177390098571777,HumanEval/2,2
  ,docstring,0.03859374672174454,HumanEval/2,2
Given,docstring,0.2669668197631836,HumanEval/2,2
a,docstring,0.008516522124409676,HumanEval/2,2
positive,docstring,0.05716897174715996,HumanEval/2,2
floating,docstring,0.013156316243112087,HumanEval/2,2
point,docstring,0.061496395617723465,HumanEval/2,2
number,docstring,0.0006616553291678429,HumanEval/2,2
",",docstring,0.014651995152235031,HumanEval/2,2
it,docstring,0.2488398402929306,HumanEval/2,2
can,docstring,0.005353746935725212,HumanEval/2,2
be,docstring,0.0012388603063300252,HumanEval/2,2
decom,docstring,0.004838087595999241,HumanEval/2,2
posed,docstring,0.00028348236810415983,HumanEval/2,2
into,docstring,0.012091312557458878,HumanEval/2,2
"
",docstring,0.5509865880012512,HumanEval/2,2
  ,docstring,0.033124588429927826,HumanEval/2,2
and,docstring,0.5442087650299072,HumanEval/2,2
integer,docstring,0.00267454469576478,HumanEval/2,2
part,docstring,0.00030328368302434683,HumanEval/2,2
(,docstring,0.012045984156429768,HumanEval/2,2
larg,docstring,0.025667596608400345,HumanEval/2,2
est,docstring,7.488454866688699e-05,HumanEval/2,2
integer,docstring,0.0001603177224751562,HumanEval/2,2
smaller,docstring,0.0005428906297311187,HumanEval/2,2
than,docstring,0.0009969242382794619,HumanEval/2,2
given,docstring,0.01009480282664299,HumanEval/2,2
number,docstring,0.00019997861818410456,HumanEval/2,2
),docstring,0.0023296019062399864,HumanEval/2,2
and,docstring,0.022379184141755104,HumanEval/2,2
dec,docstring,0.015980318188667297,HumanEval/2,2
im,docstring,3.447831841185689e-05,HumanEval/2,2
als,docstring,2.6465944756637327e-05,HumanEval/2,2
"
",docstring,0.019692447036504745,HumanEval/2,2
  ,docstring,0.0035937970969825983,HumanEval/2,2
(,docstring,0.0010019682813435793,HumanEval/2,2
lef,docstring,0.01063302531838417,HumanEval/2,2
to,docstring,0.0010639730608090758,HumanEval/2,2
ver,docstring,2.2682250346406363e-05,HumanEval/2,2
part,docstring,0.0004898196784779429,HumanEval/2,2
always,docstring,0.00030851305928081274,HumanEval/2,2
smaller,docstring,0.00015960284508764744,HumanEval/2,2
than,docstring,0.00019480865739751607,HumanEval/2,2
,docstring,0.0004232702776789665,HumanEval/2,2
1,docstring,0.00010273449152009562,HumanEval/2,2
).,docstring,0.017767582088708878,HumanEval/2,2
"
",docstring,0.0137564055621624,HumanEval/2,2
"
",docstring,0.15683923661708832,HumanEval/2,2
  ,docstring,0.005879036150872707,HumanEval/2,2
Return,docstring,0.017129842191934586,HumanEval/2,2
the,docstring,0.0008491815533488989,HumanEval/2,2
decimal,docstring,0.014547966420650482,HumanEval/2,2
part,docstring,0.00015192280989140272,HumanEval/2,2
of,docstring,0.0003912667161785066,HumanEval/2,2
the,docstring,0.000319168611895293,HumanEval/2,2
number,docstring,0.00033217138843610883,HumanEval/2,2
.,docstring,0.02769637666642666,HumanEval/2,2
"
",docstring,0.005127204116433859,HumanEval/2,2
  ,docstring,0.12343922257423401,HumanEval/2,2
"""""""",docstring,0.6889914274215698,HumanEval/2,2
"
",operator,0.009521485306322575,HumanEval/2,2
  ,operator,0.055832620710134506,HumanEval/2,2
return,operator,0.16299225389957428,HumanEval/2,2
number,body,0.717155933380127,HumanEval/2,2
%,body,0.5891665816307068,HumanEval/2,2
,body,0.0017090571345761418,HumanEval/2,2
1,body,0.0007794104749336839,HumanEval/2,2
 ,operator,0.6915372014045715,HumanEval/2,3
"
",operator,8.289852121379226e-05,HumanEval/2,3
def,signature,0.009642748162150383,HumanEval/2,3
trunc,signature,0.0022792716044932604,HumanEval/2,3
ate,signature,0.0018583976197987795,HumanEval/2,3
_,signature,0.0038237860426306725,HumanEval/2,3
number,signature,0.0033113586250692606,HumanEval/2,3
(,signature,0.006571265868842602,HumanEval/2,3
number,signature,0.011342836543917656,HumanEval/2,3
:,signature,0.26190614700317383,HumanEval/2,3
float,signature,0.04599544405937195,HumanEval/2,3
),signature,0.04188880696892738,HumanEval/2,3
->,signature,0.005253385752439499,HumanEval/2,3
float,signature,0.004562984220683575,HumanEval/2,3
:,signature,0.00603628670796752,HumanEval/2,3
"
",signature,0.01594732515513897,HumanEval/2,3
  ,signature,0.026231935247778893,HumanEval/2,3
"""""""",signature,0.7454593181610107,HumanEval/2,3
"
",docstring,1.3177390098571777,HumanEval/2,3
  ,docstring,0.03859374672174454,HumanEval/2,3
Given,docstring,0.2669668197631836,HumanEval/2,3
a,docstring,0.008516522124409676,HumanEval/2,3
positive,docstring,0.05716897174715996,HumanEval/2,3
floating,docstring,0.013156316243112087,HumanEval/2,3
point,docstring,0.061496395617723465,HumanEval/2,3
number,docstring,0.0006616553291678429,HumanEval/2,3
",",docstring,0.014651995152235031,HumanEval/2,3
it,docstring,0.2488398402929306,HumanEval/2,3
can,docstring,0.005353746935725212,HumanEval/2,3
be,docstring,0.0012388603063300252,HumanEval/2,3
decom,docstring,0.004838087595999241,HumanEval/2,3
posed,docstring,0.00028348236810415983,HumanEval/2,3
into,docstring,0.012091312557458878,HumanEval/2,3
"
",docstring,0.5509865880012512,HumanEval/2,3
  ,docstring,0.033124588429927826,HumanEval/2,3
and,docstring,0.5442087650299072,HumanEval/2,3
integer,docstring,0.00267454469576478,HumanEval/2,3
part,docstring,0.00030328368302434683,HumanEval/2,3
(,docstring,0.012045984156429768,HumanEval/2,3
larg,docstring,0.025667596608400345,HumanEval/2,3
est,docstring,7.488454866688699e-05,HumanEval/2,3
integer,docstring,0.0001603177224751562,HumanEval/2,3
smaller,docstring,0.0005428906297311187,HumanEval/2,3
than,docstring,0.0009969242382794619,HumanEval/2,3
given,docstring,0.01009480282664299,HumanEval/2,3
number,docstring,0.00019997861818410456,HumanEval/2,3
),docstring,0.0023296019062399864,HumanEval/2,3
and,docstring,0.022379184141755104,HumanEval/2,3
dec,docstring,0.015980318188667297,HumanEval/2,3
im,docstring,3.447831841185689e-05,HumanEval/2,3
als,docstring,2.6465944756637327e-05,HumanEval/2,3
"
",docstring,0.019692447036504745,HumanEval/2,3
  ,docstring,0.0035937970969825983,HumanEval/2,3
(,docstring,0.0010019682813435793,HumanEval/2,3
lef,docstring,0.01063302531838417,HumanEval/2,3
to,docstring,0.0010639730608090758,HumanEval/2,3
ver,docstring,2.2682250346406363e-05,HumanEval/2,3
part,docstring,0.0004898196784779429,HumanEval/2,3
always,docstring,0.00030851305928081274,HumanEval/2,3
smaller,docstring,0.00015960284508764744,HumanEval/2,3
than,docstring,0.00019480865739751607,HumanEval/2,3
,docstring,0.0004232702776789665,HumanEval/2,3
1,docstring,0.00010273449152009562,HumanEval/2,3
).,docstring,0.017767582088708878,HumanEval/2,3
"
",docstring,0.0137564055621624,HumanEval/2,3
"
",docstring,0.15683923661708832,HumanEval/2,3
  ,docstring,0.005879036150872707,HumanEval/2,3
Return,docstring,0.017129842191934586,HumanEval/2,3
the,docstring,0.0008491815533488989,HumanEval/2,3
decimal,docstring,0.014547966420650482,HumanEval/2,3
part,docstring,0.00015192280989140272,HumanEval/2,3
of,docstring,0.0003912667161785066,HumanEval/2,3
the,docstring,0.000319168611895293,HumanEval/2,3
number,docstring,0.00033217138843610883,HumanEval/2,3
.,docstring,0.02769637666642666,HumanEval/2,3
"
",docstring,0.005127204116433859,HumanEval/2,3
  ,docstring,0.12343922257423401,HumanEval/2,3
>>>,docstring,0.6889914274215698,HumanEval/2,3
trunc,docstring,0.001943454728461802,HumanEval/2,3
ate,docstring,5.886280268896371e-05,HumanEval/2,3
_,docstring,0.00018627368262968957,HumanEval/2,3
number,docstring,0.0001899616327136755,HumanEval/2,3
(,docstring,0.0011386685073375702,HumanEval/2,3
3,docstring,0.008892709389328957,HumanEval/2,3
.,docstring,0.0007424942450597882,HumanEval/2,3
5,docstring,0.002368367975577712,HumanEval/2,3
),docstring,0.0011249944800511003,HumanEval/2,3
"
",docstring,0.004653288051486015,HumanEval/2,3
   ,docstring,0.0049757687374949455,HumanEval/2,3
0,docstring,0.0010513265151530504,HumanEval/2,3
.,docstring,0.00033684357185848057,HumanEval/2,3
5,docstring,0.00047696911497041583,HumanEval/2,3
"
",docstring,0.04879283159971237,HumanEval/2,3
  ,docstring,0.0389249250292778,HumanEval/2,3
"""""""",docstring,0.05023033171892166,HumanEval/2,3
"
",operator,0.01899249292910099,HumanEval/2,3
  ,operator,0.0625426322221756,HumanEval/2,3
return,operator,0.23492863774299622,HumanEval/2,3
abs,body,0.6856217384338379,HumanEval/2,3
(,body,0.00039313797606155276,HumanEval/2,3
number,body,0.0005436755600385368,HumanEval/2,3
),body,0.010690097697079182,HumanEval/2,3
%,body,0.3430197238922119,HumanEval/2,3
,body,0.0002052080526482314,HumanEval/2,3
1,body,0.00029786277445964515,HumanEval/2,3
 ,operator,0.6915372014045715,HumanEval/2,4
"
",operator,8.289852121379226e-05,HumanEval/2,4
def,signature,0.009642748162150383,HumanEval/2,4
trunc,signature,0.0022792716044932604,HumanEval/2,4
ate,signature,0.0018583976197987795,HumanEval/2,4
_,signature,0.0038237860426306725,HumanEval/2,4
number,signature,0.0033113586250692606,HumanEval/2,4
(,signature,0.006571265868842602,HumanEval/2,4
number,signature,0.011342836543917656,HumanEval/2,4
:,signature,0.26190614700317383,HumanEval/2,4
float,signature,0.04599544405937195,HumanEval/2,4
),signature,0.04188880696892738,HumanEval/2,4
->,signature,0.005253385752439499,HumanEval/2,4
float,signature,0.004562984220683575,HumanEval/2,4
:,signature,0.00603628670796752,HumanEval/2,4
"
",signature,0.01594732515513897,HumanEval/2,4
  ,signature,0.026231935247778893,HumanEval/2,4
"""""""",signature,0.7454593181610107,HumanEval/2,4
"
",docstring,1.3177390098571777,HumanEval/2,4
  ,docstring,0.03859374672174454,HumanEval/2,4
Given,docstring,0.2669668197631836,HumanEval/2,4
a,docstring,0.008516522124409676,HumanEval/2,4
positive,docstring,0.05716897174715996,HumanEval/2,4
floating,docstring,0.013156316243112087,HumanEval/2,4
point,docstring,0.061496395617723465,HumanEval/2,4
number,docstring,0.0006616553291678429,HumanEval/2,4
",",docstring,0.014651995152235031,HumanEval/2,4
it,docstring,0.2488398402929306,HumanEval/2,4
can,docstring,0.005353746935725212,HumanEval/2,4
be,docstring,0.0012388603063300252,HumanEval/2,4
decom,docstring,0.004838087595999241,HumanEval/2,4
posed,docstring,0.00028348236810415983,HumanEval/2,4
into,docstring,0.012091312557458878,HumanEval/2,4
"
",docstring,0.5509865880012512,HumanEval/2,4
  ,docstring,0.033124588429927826,HumanEval/2,4
an,docstring,0.5442087650299072,HumanEval/2,4
integer,docstring,0.0027690499555319548,HumanEval/2,4
part,docstring,0.0011825580149888992,HumanEval/2,4
(,docstring,0.07835148274898529,HumanEval/2,4
larg,docstring,0.2222898304462433,HumanEval/2,4
est,docstring,4.702110163634643e-05,HumanEval/2,4
integer,docstring,0.0003866531769745052,HumanEval/2,4
smaller,docstring,0.0023634308017790318,HumanEval/2,4
than,docstring,0.001989182783290744,HumanEval/2,4
given,docstring,0.13690467178821564,HumanEval/2,4
number,docstring,0.00027181010227650404,HumanEval/2,4
),docstring,0.0030164411291480064,HumanEval/2,4
and,docstring,0.14697909355163574,HumanEval/2,4
dec,docstring,0.05777062103152275,HumanEval/2,4
im,docstring,3.5601282434072345e-05,HumanEval/2,4
als,docstring,1.8158725652028807e-05,HumanEval/2,4
"
",docstring,0.09014733135700226,HumanEval/2,4
  ,docstring,0.0036624271888285875,HumanEval/2,4
(,docstring,0.0008182953461073339,HumanEval/2,4
lef,docstring,0.019965916872024536,HumanEval/2,4
to,docstring,0.0005137649131938815,HumanEval/2,4
ver,docstring,3.2074480259325355e-05,HumanEval/2,4
part,docstring,0.0009861873695626855,HumanEval/2,4
always,docstring,0.0005309210391715169,HumanEval/2,4
smaller,docstring,0.00022450677352026105,HumanEval/2,4
than,docstring,0.0002963459410239011,HumanEval/2,4
,docstring,0.0005561750149354339,HumanEval/2,4
1,docstring,0.0001278468844247982,HumanEval/2,4
).,docstring,0.02739431895315647,HumanEval/2,4
"
",docstring,0.01886591501533985,HumanEval/2,4
"
",docstring,0.1725343018770218,HumanEval/2,4
  ,docstring,0.005732035264372826,HumanEval/2,4
Return,docstring,0.02434137649834156,HumanEval/2,4
the,docstring,0.0012313089100643992,HumanEval/2,4
decimal,docstring,0.02183774672448635,HumanEval/2,4
part,docstring,0.00020548301108647138,HumanEval/2,4
of,docstring,0.0006033355602994561,HumanEval/2,4
the,docstring,0.0004611270851455629,HumanEval/2,4
number,docstring,0.0004609359602909535,HumanEval/2,4
.,docstring,0.031091682612895966,HumanEval/2,4
"
",docstring,0.005278205499053001,HumanEval/2,4
  ,docstring,0.1332973688840866,HumanEval/2,4
>>>,docstring,0.6770920753479004,HumanEval/2,4
trunc,docstring,0.0021695850882679224,HumanEval/2,4
ate,docstring,5.212234100326896e-05,HumanEval/2,4
_,docstring,0.00018593738786876202,HumanEval/2,4
number,docstring,0.0001596772635821253,HumanEval/2,4
(,docstring,0.0012825261801481247,HumanEval/2,4
3,docstring,0.009174236096441746,HumanEval/2,4
.,docstring,0.0007624264108017087,HumanEval/2,4
5,docstring,0.0026998899411410093,HumanEval/2,4
),docstring,0.001174637582153082,HumanEval/2,4
"
",docstring,0.005249176640063524,HumanEval/2,4
   ,docstring,0.004067154601216316,HumanEval/2,4
0,docstring,0.0010933569865301251,HumanEval/2,4
.,docstring,0.00032354987342841923,HumanEval/2,4
5,docstring,0.00044809916289523244,HumanEval/2,4
"
",docstring,0.044126078486442566,HumanEval/2,4
  ,docstring,0.04153911769390106,HumanEval/2,4
"""""""",docstring,0.055115003138780594,HumanEval/2,4
"
",operator,0.01756737008690834,HumanEval/2,4
  ,operator,0.06941403448581696,HumanEval/2,4
return,operator,0.25870516896247864,HumanEval/2,4
number,body,0.6410024166107178,HumanEval/2,4
%,body,0.6035492420196533,HumanEval/2,4
,body,0.0017817141488194466,HumanEval/2,4
1,body,0.000688106520101428,HumanEval/2,4
 ,operator,0.6915372014045715,HumanEval/2,5
"
",operator,8.289852121379226e-05,HumanEval/2,5
def,signature,0.009642748162150383,HumanEval/2,5
trunc,signature,0.0022792716044932604,HumanEval/2,5
ate,signature,0.0018583976197987795,HumanEval/2,5
_,signature,0.0038237860426306725,HumanEval/2,5
number,signature,0.0033113586250692606,HumanEval/2,5
(,signature,0.006571265868842602,HumanEval/2,5
number,signature,0.011342836543917656,HumanEval/2,5
:,signature,0.26190614700317383,HumanEval/2,5
float,signature,0.04599544405937195,HumanEval/2,5
),signature,0.04188880696892738,HumanEval/2,5
->,signature,0.005253385752439499,HumanEval/2,5
float,signature,0.004562984220683575,HumanEval/2,5
:,signature,0.00603628670796752,HumanEval/2,5
"
",signature,0.01594732515513897,HumanEval/2,5
  ,signature,0.026231935247778893,HumanEval/2,5
"""""""",signature,0.7454593181610107,HumanEval/2,5
"
",docstring,1.3177390098571777,HumanEval/2,5
  ,docstring,0.03859374672174454,HumanEval/2,5
Given,docstring,0.2669668197631836,HumanEval/2,5
a,docstring,0.008516522124409676,HumanEval/2,5
positive,docstring,0.05716897174715996,HumanEval/2,5
floating,docstring,0.013156316243112087,HumanEval/2,5
point,docstring,0.061496395617723465,HumanEval/2,5
number,docstring,0.0006616553291678429,HumanEval/2,5
",",docstring,0.014651995152235031,HumanEval/2,5
it,docstring,0.2488398402929306,HumanEval/2,5
can,docstring,0.005353746935725212,HumanEval/2,5
be,docstring,0.0012388603063300252,HumanEval/2,5
decom,docstring,0.004838087595999241,HumanEval/2,5
posed,docstring,0.00028348236810415983,HumanEval/2,5
into,docstring,0.012091312557458878,HumanEval/2,5
"
",docstring,0.5509865880012512,HumanEval/2,5
  ,docstring,0.033124588429927826,HumanEval/2,5
and,docstring,0.5442087650299072,HumanEval/2,5
integer,docstring,0.00267454469576478,HumanEval/2,5
part,docstring,0.00030328368302434683,HumanEval/2,5
(,docstring,0.012045984156429768,HumanEval/2,5
larg,docstring,0.025667596608400345,HumanEval/2,5
est,docstring,7.488454866688699e-05,HumanEval/2,5
integer,docstring,0.0001603177224751562,HumanEval/2,5
smaller,docstring,0.0005428906297311187,HumanEval/2,5
than,docstring,0.0009969242382794619,HumanEval/2,5
given,docstring,0.01009480282664299,HumanEval/2,5
number,docstring,0.00019997861818410456,HumanEval/2,5
),docstring,0.0023296019062399864,HumanEval/2,5
and,docstring,0.022379184141755104,HumanEval/2,5
dec,docstring,0.015980318188667297,HumanEval/2,5
im,docstring,3.447831841185689e-05,HumanEval/2,5
als,docstring,2.6465944756637327e-05,HumanEval/2,5
"
",docstring,0.019692447036504745,HumanEval/2,5
  ,docstring,0.0035937970969825983,HumanEval/2,5
(,docstring,0.0010019682813435793,HumanEval/2,5
lef,docstring,0.01063302531838417,HumanEval/2,5
to,docstring,0.0010639730608090758,HumanEval/2,5
ver,docstring,2.2682250346406363e-05,HumanEval/2,5
part,docstring,0.0004898196784779429,HumanEval/2,5
always,docstring,0.00030851305928081274,HumanEval/2,5
smaller,docstring,0.00015960284508764744,HumanEval/2,5
than,docstring,0.00019480865739751607,HumanEval/2,5
,docstring,0.0004232702776789665,HumanEval/2,5
1,docstring,0.00010273449152009562,HumanEval/2,5
).,docstring,0.017767582088708878,HumanEval/2,5
"
",docstring,0.0137564055621624,HumanEval/2,5
"
",docstring,0.15683923661708832,HumanEval/2,5
  ,docstring,0.005879036150872707,HumanEval/2,5
Return,docstring,0.017129842191934586,HumanEval/2,5
the,docstring,0.0008491815533488989,HumanEval/2,5
decimal,docstring,0.014547966420650482,HumanEval/2,5
part,docstring,0.00015192280989140272,HumanEval/2,5
of,docstring,0.0003912667161785066,HumanEval/2,5
the,docstring,0.000319168611895293,HumanEval/2,5
number,docstring,0.00033217138843610883,HumanEval/2,5
.,docstring,0.02769637666642666,HumanEval/2,5
"
",docstring,0.005127204116433859,HumanEval/2,5
  ,docstring,0.12343922257423401,HumanEval/2,5
"""""""",docstring,0.6889914274215698,HumanEval/2,5
"
",operator,0.009521485306322575,HumanEval/2,5
  ,operator,0.055832620710134506,HumanEval/2,5
return,operator,0.16299225389957428,HumanEval/2,5
number,body,0.717155933380127,HumanEval/2,5
%,body,0.5891665816307068,HumanEval/2,5
,body,0.0017090571345761418,HumanEval/2,5
1,body,0.0007794104749336839,HumanEval/2,5
def,signature,0.6915372014045715,HumanEval/2,8
trunc,signature,0.032134704291820526,HumanEval/2,8
ate,signature,0.009826233610510826,HumanEval/2,8
_,signature,0.01785235106945038,HumanEval/2,8
number,signature,0.009975546970963478,HumanEval/2,8
(,signature,0.06808014959096909,HumanEval/2,8
number,signature,0.05325029417872429,HumanEval/2,8
:,signature,0.36841970682144165,HumanEval/2,8
float,signature,0.08081785589456558,HumanEval/2,8
),signature,0.11336401104927063,HumanEval/2,8
->,signature,0.04069545865058899,HumanEval/2,8
float,signature,0.015856068581342697,HumanEval/2,8
:,signature,0.04009176045656204,HumanEval/2,8
"
",signature,0.7592493295669556,HumanEval/2,8
,signature,0.6068123579025269,HumanEval/2,8
return,signature,1.7121384143829346,HumanEval/2,8
number,body,0.813428521156311,HumanEval/2,8
%,body,0.7395114302635193,HumanEval/2,8
,body,0.04080769419670105,HumanEval/2,8
1,body,0.004317726939916611,HumanEval/2,8
 ,operator,0.6915372014045715,HumanEval/2,9
"
",operator,8.289852121379226e-05,HumanEval/2,9
def,signature,0.009642748162150383,HumanEval/2,9
trunc,signature,0.0022792716044932604,HumanEval/2,9
ate,signature,0.0018583976197987795,HumanEval/2,9
_,signature,0.0038237860426306725,HumanEval/2,9
number,signature,0.0033113586250692606,HumanEval/2,9
(,signature,0.006571265868842602,HumanEval/2,9
number,signature,0.011342836543917656,HumanEval/2,9
:,signature,0.26190614700317383,HumanEval/2,9
float,signature,0.04599544405937195,HumanEval/2,9
),signature,0.04188880696892738,HumanEval/2,9
->,signature,0.005253385752439499,HumanEval/2,9
float,signature,0.004562984220683575,HumanEval/2,9
:,signature,0.00603628670796752,HumanEval/2,9
"
",signature,0.01594732515513897,HumanEval/2,9
  ,signature,0.026231935247778893,HumanEval/2,9
return,signature,0.7454593181610107,HumanEval/2,9
abs,body,0.6158416867256165,HumanEval/2,9
(,body,0.0021663750521838665,HumanEval/2,9
number,body,0.0029066922143101692,HumanEval/2,9
),body,0.07504728436470032,HumanEval/2,9
%,body,0.613392174243927,HumanEval/2,9
,body,0.0011509619653224945,HumanEval/2,9
1,body,0.0014787702821195126,HumanEval/2,9
from,body,0.4754135012626648,HumanEval/4,0
typing,body,0.8020443320274353,HumanEval/4,0
import,body,0.0025339105632156134,HumanEval/4,0
List,body,0.022089049220085144,HumanEval/4,0
"
",operator,0.17608642578125,HumanEval/4,0
"
",operator,0.34578779339790344,HumanEval/4,0
def,signature,0.8193244338035583,HumanEval/4,0
mean,signature,0.011756028048694134,HumanEval/4,0
_,signature,0.005384254734963179,HumanEval/4,0
absolute,signature,0.0025036572478711605,HumanEval/4,0
_,signature,2.7569461963139474e-05,HumanEval/4,0
de,signature,0.001870365347713232,HumanEval/4,0
viation,signature,4.1973660700023174e-05,HumanEval/4,0
(,signature,0.02128778211772442,HumanEval/4,0
numbers,signature,0.009395354427397251,HumanEval/4,0
:,signature,0.04392832890152931,HumanEval/4,0
List,signature,0.03718326985836029,HumanEval/4,0
[,signature,0.00697513809427619,HumanEval/4,0
float,signature,0.003032298292964697,HumanEval/4,0
]),signature,0.019957078620791435,HumanEval/4,0
->,signature,0.009095415472984314,HumanEval/4,0
float,signature,0.00489544402807951,HumanEval/4,0
:,signature,0.008135341107845306,HumanEval/4,0
"
",signature,0.046925660222768784,HumanEval/4,0
  ,signature,0.23058608174324036,HumanEval/4,0
mean,signature,0.9501153230667114,HumanEval/4,0
=,body,0.040855955332517624,HumanEval/4,0
sum,body,0.031738877296447754,HumanEval/4,0
(,body,0.0010976479388773441,HumanEval/4,0
numbers,body,0.0018626308301463723,HumanEval/4,0
),body,0.10161922872066498,HumanEval/4,0
/,body,0.0008480329997837543,HumanEval/4,0
len,body,0.0054233199916779995,HumanEval/4,0
(,body,0.0004087291890755296,HumanEval/4,0
numbers,body,0.0002871840842999518,HumanEval/4,0
),body,0.0006817254470661283,HumanEval/4,0
"
",operator,0.07353892922401428,HumanEval/4,0
  ,operator,0.05125034600496292,HumanEval/4,0
return,operator,1.4290521144866943,HumanEval/4,0
sum,body,0.04410504549741745,HumanEval/4,0
(,body,0.569861114025116,HumanEval/4,0
abs,body,0.3487808406352997,HumanEval/4,0
(,body,0.00011289409303572029,HumanEval/4,0
x,body,0.09916235506534576,HumanEval/4,0
-,body,0.036263544112443924,HumanEval/4,0
mean,body,0.0003317185037303716,HumanEval/4,0
),body,0.00029516758513636887,HumanEval/4,0
for,body,0.00036107655614614487,HumanEval/4,0
x,body,3.4819495340343565e-05,HumanEval/4,0
in,body,0.0001006744714686647,HumanEval/4,0
numbers,body,0.0001855723821790889,HumanEval/4,0
),body,0.0035938501823693514,HumanEval/4,0
/,body,0.0027751571033149958,HumanEval/4,0
len,body,0.0003551702538970858,HumanEval/4,0
(,body,0.0002812706516124308,HumanEval/4,0
numbers,body,0.00023480130766984075,HumanEval/4,0
),body,0.0009028444183059037,HumanEval/4,0
"
",operator,0.07889457046985626,HumanEval/4,0
from,body,0.4754135012626648,HumanEval/4,4
typing,body,0.8020443320274353,HumanEval/4,4
import,body,0.0025339105632156134,HumanEval/4,4
List,body,0.022089049220085144,HumanEval/4,4
"
",operator,0.17608642578125,HumanEval/4,4
"
",operator,0.34578779339790344,HumanEval/4,4
"
",operator,0.8193244338035583,HumanEval/4,4
def,signature,0.024173486977815628,HumanEval/4,4
mean,signature,0.003786012763157487,HumanEval/4,4
_,signature,0.002495130756869912,HumanEval/4,4
absolute,signature,0.0006944967317394912,HumanEval/4,4
_,signature,7.243142590596108e-06,HumanEval/4,4
de,signature,0.0005545034073293209,HumanEval/4,4
viation,signature,9.22004892345285e-06,HumanEval/4,4
(,signature,0.005465312860906124,HumanEval/4,4
numbers,signature,0.0034264076966792345,HumanEval/4,4
:,signature,0.018435344099998474,HumanEval/4,4
List,signature,0.00590696232393384,HumanEval/4,4
[,signature,0.0032081599347293377,HumanEval/4,4
float,signature,0.0014155590906739235,HumanEval/4,4
]),signature,0.010824931785464287,HumanEval/4,4
->,signature,0.0022233796771615744,HumanEval/4,4
float,signature,0.001344998017884791,HumanEval/4,4
:,signature,0.0022033811546862125,HumanEval/4,4
"
",signature,0.026532236486673355,HumanEval/4,4
  ,signature,0.11702011525630951,HumanEval/4,4
mean,signature,0.9511229395866394,HumanEval/4,4
=,body,0.03990571200847626,HumanEval/4,4
sum,body,0.02107081562280655,HumanEval/4,4
