task_id,sample_idx,code_pos,layer_idx,phase,token,entropy,kl_to_final,top1_id,matches_final,in_top5_final
HumanEval/0,0,6,2,signature, has,5.449666976928711,21.955543518066406,96308,0,0
HumanEval/0,0,7,2,signature,_close,5.036187171936035,22.59162139892578,127964,0,0
HumanEval/0,0,8,2,signature,_elements,4.188478469848633,23.274110794067383,144924,0,0
HumanEval/0,0,9,2,signature,(numbers,8.624521255493164,18.971593856811523,29472,0,0
HumanEval/0,0,10,2,signature,:,4.7270917892456055,22.825702667236328,91239,0,0
HumanEval/0,0,11,2,signature, List,5.166836738586426,22.45363426208496,27755,0,0
HumanEval/0,0,12,2,signature,[float,7.3507537841796875,20.2763729095459,52669,0,0
HumanEval/0,0,13,2,signature,"],",5.586064338684082,21.96340560913086,76419,0,0
HumanEval/0,0,14,2,signature, threshold,4.727963447570801,22.882884979248047,84001,0,0
HumanEval/0,0,15,2,signature,:,5.6531901359558105,21.894685745239258,29945,0,0
HumanEval/0,0,16,2,signature, float,4.979918956756592,22.648174285888672,27755,0,0
HumanEval/0,0,17,2,signature,),5.060737133026123,22.510751724243164,76419,0,0
HumanEval/0,0,18,2,signature, ->,3.344409942626953,24.284006118774414,94389,0,0
HumanEval/0,0,19,2,signature, bool,7.148550987243652,20.47380256652832,135777,0,0
HumanEval/0,0,20,2,signature,":
",5.859745502471924,21.400938034057617,74589,0,0
HumanEval/0,0,21,2,signature,   ,3.8798465728759766,21.487720489501953,91838,0,0
HumanEval/0,0,22,2,signature, for,4.968663692474365,20.196252822875977,75311,0,0
HumanEval/0,0,23,2,body, i,6.792207717895508,20.29497718811035,52489,0,0
HumanEval/0,0,24,2,body, in,3.3095388412475586,24.021652221679688,136336,0,0
HumanEval/0,0,25,2,body, range,5.2595367431640625,22.361042022705078,94959,0,0
HumanEval/0,0,26,2,body,(len,5.08195161819458,22.36004066467285,62418,0,0
HumanEval/0,0,27,2,body,(numbers,5.833779335021973,21.791379928588867,52669,0,0
HumanEval/0,0,28,2,body,")):
",5.258275032043457,22.2420597076416,75710,0,0
HumanEval/0,0,29,2,body,       ,3.559420585632324,24.049375534057617,91838,0,0
HumanEval/0,0,30,2,body, for,3.9359283447265625,23.63066291809082,90037,0,0
HumanEval/0,0,31,2,body, j,6.846707344055176,20.772937774658203,39202,0,0
HumanEval/0,0,32,2,body, in,4.39901876449585,23.156137466430664,121558,0,0
HumanEval/0,0,33,2,body, range,5.017988204956055,22.60552978515625,95162,0,0
HumanEval/0,0,34,2,body,(i,5.2358784675598145,22.114208221435547,62418,0,0
HumanEval/0,0,35,2,body, +,4.073275089263916,23.12543296813965,86132,0,0
HumanEval/0,0,36,2,body, ,2.085401773452759,25.536911010742188,77393,0,0
HumanEval/0,0,37,2,body,1,1.967393398284912,25.63463592529297,96308,0,0
HumanEval/0,0,38,2,body,",",3.0538170337677,24.564802169799805,96308,0,0
HumanEval/0,0,39,2,body, len,2.6223418712615967,25.008344650268555,136336,0,0
HumanEval/0,0,40,2,body,(numbers,6.2382378578186035,21.392215728759766,52669,0,0
HumanEval/0,0,41,2,body,")):
",5.182928085327148,22.44392204284668,75710,0,0
HumanEval/0,0,42,2,body,           ,3.8358211517333984,23.77312469482422,91838,0,0
HumanEval/0,0,43,2,body, if,3.717076539993286,23.881290435791016,90037,0,0
HumanEval/0,0,44,2,body, abs,3.2803337574005127,24.32573890686035,28038,0,0
HumanEval/0,0,45,2,body,(numbers,4.080436706542969,23.366065979003906,90147,0,0
HumanEval/0,0,46,2,body,[i,3.50834059715271,24.093259811401367,75710,0,0
HumanEval/0,0,47,2,body,],6.459737777709961,21.157835006713867,72431,0,0
HumanEval/0,0,48,2,body, -,4.233604431152344,23.391948699951172,77393,0,0
HumanEval/0,0,49,2,body, numbers,4.947371482849121,22.679790496826172,90037,0,0
HumanEval/0,0,50,2,body,[j,4.864038944244385,22.76285743713379,131275,0,0
HumanEval/0,0,51,2,body,]),3.5125069618225098,24.10401725769043,92362,0,0
HumanEval/0,0,52,2,body, <,3.0572428703308105,24.56085777282715,136336,0,0
HumanEval/0,0,53,2,body, threshold,4.901612758636475,22.727975845336914,77393,0,0
HumanEval/0,0,54,2,body,":
",4.977484226226807,22.615354537963867,45059,0,0
HumanEval/0,0,55,2,body,               ,4.349489212036133,23.19978904724121,91838,0,0
HumanEval/0,0,56,2,body, return,2.3267531394958496,25.298208236694336,81619,0,0
HumanEval/0,0,57,2,body, True,5.410665512084961,22.21699333190918,96308,0,0
HumanEval/0,0,58,2,operator,"
",5.799682140350342,21.244354248046875,134494,0,0
HumanEval/0,0,59,2,operator,   ,2.260225534439087,25.331504821777344,75311,0,0
HumanEval/0,0,60,2,operator, return,4.395417213439941,23.231019973754883,95553,0,0
HumanEval/0,0,61,2,body, False,4.3137736320495605,23.250335693359375,141990,0,0
HumanEval/0,0,62,2,operator,"
",4.6298041343688965,17.046218872070312,72759,0,0
HumanEval/0,0,0,3,body,from,5.299373626708984,18.088485717773438,95553,0,0
HumanEval/0,0,1,3,body, typing,6.012906074523926,21.29967498779297,134494,0,0
HumanEval/0,0,2,3,body, import,6.416554927825928,21.11081314086914,35146,0,0
HumanEval/0,0,3,3,body, List,7.804749965667725,18.400819778442383,89338,0,0
HumanEval/0,0,4,3,operator,"


",8.031522750854492,15.78678035736084,86138,0,0
HumanEval/0,0,5,3,signature,def,6.156049728393555,20.625314712524414,125906,0,0
HumanEval/0,0,6,3,signature, has,7.357361316680908,20.034812927246094,96308,0,0
HumanEval/0,0,7,3,signature,_close,5.167823314666748,22.459211349487305,127964,0,0
HumanEval/0,0,8,3,signature,_elements,3.62339186668396,23.980945587158203,144924,0,0
HumanEval/0,0,9,3,signature,(numbers,8.322032928466797,19.270729064941406,114013,0,0
HumanEval/0,0,10,3,signature,:,4.956131935119629,22.610315322875977,91239,0,0
HumanEval/0,0,11,3,signature, List,5.355519771575928,22.2672119140625,94959,0,0
HumanEval/0,0,12,3,signature,[float,7.908481597900391,19.719066619873047,15742,0,0
HumanEval/0,0,13,3,signature,"],",5.752397537231445,21.82267189025879,77585,0,0
HumanEval/0,0,14,3,signature, threshold,4.348601341247559,23.2585506439209,84001,0,0
HumanEval/0,0,15,3,signature,:,5.661751747131348,21.89818572998047,29945,0,0
HumanEval/0,0,16,3,signature, float,4.731192111968994,22.896142959594727,27755,0,0
HumanEval/0,0,17,3,signature,),6.064389228820801,21.50155258178711,76419,0,0
HumanEval/0,0,18,3,signature, ->,2.5340099334716797,25.094770431518555,94389,0,0
HumanEval/0,0,19,3,signature, bool,7.210425853729248,20.410619735717773,135777,0,0
HumanEval/0,0,20,3,signature,":
",5.80293083190918,21.513288497924805,88134,0,0
HumanEval/0,0,21,3,signature,   ,5.5140180587768555,20.23638916015625,91838,0,0
HumanEval/0,0,22,3,signature, for,4.9557695388793945,20.027671813964844,75311,0,0
HumanEval/0,0,23,3,body, i,6.457045555114746,20.655078887939453,83302,0,0
HumanEval/0,0,24,3,body, in,4.488448619842529,22.719602584838867,136336,0,0
HumanEval/0,0,25,3,body, range,5.317827224731445,22.287212371826172,89444,0,0
HumanEval/0,0,26,3,body,(len,5.7414093017578125,21.712173461914062,62418,0,0
HumanEval/0,0,27,3,body,(numbers,5.416490077972412,22.21128273010254,89495,0,0
HumanEval/0,0,28,3,body,")):
",5.799193382263184,21.723670959472656,75710,0,0
HumanEval/0,0,29,3,body,       ,4.0464606285095215,23.564651489257812,91838,0,0
HumanEval/0,0,30,3,body, for,5.307161808013916,22.224096298217773,90037,0,0
HumanEval/0,0,31,3,body, j,7.073867321014404,20.544445037841797,74133,0,0
HumanEval/0,0,32,3,body, in,4.2640581130981445,23.234548568725586,92362,0,0
HumanEval/0,0,33,3,body, range,5.335439682006836,22.281314849853516,3345,0,0
HumanEval/0,0,34,3,body,(i,5.866006374359131,21.397096633911133,83996,0,0
HumanEval/0,0,35,3,body, +,4.79374361038208,22.269926071166992,86132,0,0
HumanEval/0,0,36,3,body, ,1.8843255043029785,25.738330841064453,77393,0,0
HumanEval/0,0,37,3,body,1,1.3349241018295288,26.264192581176758,96308,0,0
HumanEval/0,0,38,3,body,",",2.2539446353912354,25.3676815032959,96308,0,0
HumanEval/0,0,39,3,body, len,4.815970420837402,22.812841415405273,95162,0,0
HumanEval/0,0,40,3,body,(numbers,6.239633560180664,21.39063262939453,52669,0,0
HumanEval/0,0,41,3,body,")):
",5.442294120788574,22.18507957458496,88481,0,0
HumanEval/0,0,42,3,body,           ,3.693861961364746,23.918392181396484,91838,0,0
HumanEval/0,0,43,3,body, if,4.402331829071045,23.183956146240234,90037,0,0
HumanEval/0,0,44,3,body, abs,4.7145891189575195,22.866310119628906,97298,0,0
HumanEval/0,0,45,3,body,(numbers,5.210329532623291,22.30363655090332,89349,0,0
HumanEval/0,0,46,3,body,[i,3.402385950088501,24.207014083862305,75710,0,0
HumanEval/0,0,47,3,body,],5.134298324584961,22.486404418945312,72431,0,0
HumanEval/0,0,48,3,body, -,3.95644474029541,23.667274475097656,86132,0,0
HumanEval/0,0,49,3,body, numbers,4.893509864807129,22.73512840270996,90037,0,0
HumanEval/0,0,50,3,body,[j,4.450422763824463,23.177974700927734,131275,0,0
HumanEval/0,0,51,3,body,]),3.4799790382385254,24.13909149169922,92362,0,0
HumanEval/0,0,52,3,body, <,3.095738649368286,24.519847869873047,95413,0,0
HumanEval/0,0,53,3,body, threshold,4.847058296203613,22.782611846923828,77393,0,0
HumanEval/0,0,54,3,body,":
",5.479394435882568,22.109251022338867,45059,0,0
HumanEval/0,0,55,3,body,               ,3.65956974029541,23.91678237915039,91838,0,0
HumanEval/0,0,56,3,body, return,3.091848850250244,24.53162956237793,81619,0,0
HumanEval/0,0,57,3,body, True,5.6473612785339355,21.979381561279297,96308,0,0
HumanEval/0,0,58,3,operator,"
",5.840505599975586,21.193344116210938,134494,0,0
HumanEval/0,0,59,3,operator,   ,2.8092041015625,24.750226974487305,75311,0,0
HumanEval/0,0,60,3,operator, return,4.83449125289917,22.789783477783203,95553,0,0
HumanEval/0,0,61,3,body, False,4.895312309265137,22.660629272460938,72431,0,0
HumanEval/0,0,62,3,operator,"
",3.8561501502990723,17.076452255249023,72759,0,0
HumanEval/0,0,0,4,body,from,5.15632963180542,17.761505126953125,95553,0,0
HumanEval/0,0,1,4,body, typing,6.578977584838867,20.539527893066406,56306,0,0
HumanEval/0,0,2,4,body, import,6.380175590515137,21.142087936401367,61194,0,0
HumanEval/0,0,3,4,body, List,7.736576557159424,19.057437896728516,1164,0,0
HumanEval/0,0,4,4,operator,"


",7.628504753112793,16.281286239624023,52401,0,0
HumanEval/0,0,5,4,signature,def,5.633589267730713,21.304609298706055,93387,0,0
HumanEval/0,0,6,4,signature, has,6.923026084899902,20.479185104370117,96308,0,0
HumanEval/0,0,7,4,signature,_close,5.390209197998047,22.237060546875,127964,0,0
HumanEval/0,0,8,4,signature,_elements,2.4730052947998047,25.143054962158203,144924,0,0
HumanEval/0,0,9,4,signature,(numbers,8.242461204528809,19.35930824279785,87600,0,0
HumanEval/0,0,10,4,signature,:,3.6327598094940186,23.941570281982422,75710,0,0
HumanEval/0,0,11,4,signature, List,5.8114519119262695,21.812122344970703,84858,0,0
HumanEval/0,0,12,4,signature,[float,7.642225742340088,19.984891891479492,95582,0,0
HumanEval/0,0,13,4,signature,"],",5.054920673370361,22.527341842651367,77585,0,0
HumanEval/0,0,14,4,signature, threshold,5.546424388885498,22.054088592529297,84001,0,0
HumanEval/0,0,15,4,signature,:,5.152907848358154,22.430572509765625,29945,0,0
HumanEval/0,0,16,4,signature, float,6.22877836227417,21.398134231567383,27755,0,0
HumanEval/0,0,17,4,signature,),6.633071422576904,20.93498992919922,76419,0,0
HumanEval/0,0,18,4,signature, ->,4.467931747436523,23.157987594604492,94389,0,0
HumanEval/0,0,19,4,signature, bool,6.733578681945801,20.889070510864258,64599,0,0
HumanEval/0,0,20,4,signature,":
",5.965971946716309,21.406124114990234,74589,0,0
HumanEval/0,0,21,4,signature,   ,5.792705535888672,20.1218318939209,95413,0,0
HumanEval/0,0,22,4,signature, for,4.9188385009765625,20.36550521850586,81619,0,0
HumanEval/0,0,23,4,body, i,3.163602113723755,24.25688362121582,83302,0,0
HumanEval/0,0,24,4,body, in,5.30380916595459,21.782955169677734,136336,0,0
HumanEval/0,0,25,4,body, range,4.956979274749756,22.664161682128906,75311,0,0
HumanEval/0,0,26,4,body,(len,6.057511329650879,21.436080932617188,62418,0,0
HumanEval/0,0,27,4,body,(numbers,4.0301995277404785,23.599355697631836,89495,0,0
HumanEval/0,0,28,4,body,")):
",5.260105133056641,22.256887435913086,75710,0,0
HumanEval/0,0,29,4,body,       ,2.2046403884887695,25.416236877441406,91838,0,0
HumanEval/0,0,30,4,body, for,4.350494384765625,23.211341857910156,90037,0,0
HumanEval/0,0,31,4,body, j,6.885746479034424,20.734268188476562,72431,0,0
HumanEval/0,0,32,4,body, in,3.2623331546783447,24.275390625,127948,0,0
HumanEval/0,0,33,4,body, range,4.709066867828369,22.91507339477539,75311,0,0
HumanEval/0,0,34,4,body,(i,6.259113788604736,21.130455017089844,71224,0,0
HumanEval/0,0,35,4,body, +,3.578030586242676,23.56178092956543,86132,0,0
HumanEval/0,0,36,4,body, ,3.353273868560791,24.264724731445312,72431,0,0
HumanEval/0,0,37,4,body,1,2.2695095539093018,25.338714599609375,96308,0,0
HumanEval/0,0,38,4,body,",",2.0716392993927,25.5521297454834,96308,0,0
HumanEval/0,0,39,4,body, len,4.052130222320557,23.578216552734375,83302,0,0
HumanEval/0,0,40,4,body,(numbers,5.201239585876465,22.429420471191406,52669,0,0
HumanEval/0,0,41,4,body,")):
",5.1549859046936035,22.472440719604492,88481,0,0
HumanEval/0,0,42,4,body,           ,2.139678478240967,25.481212615966797,91838,0,0
HumanEval/0,0,43,4,body, if,2.7164981365203857,24.88776397705078,90037,0,0
HumanEval/0,0,44,4,body, abs,4.511642932891846,23.061174392700195,97298,0,0
HumanEval/0,0,45,4,body,(numbers,4.959752082824707,22.540019989013672,89349,0,0
HumanEval/0,0,46,4,body,[i,2.8293662071228027,24.781051635742188,75710,0,0
HumanEval/0,0,47,4,body,],5.465798377990723,22.152891159057617,86132,0,0
HumanEval/0,0,48,4,body, -,4.491137981414795,23.13397789001465,95162,0,0
HumanEval/0,0,49,4,body, numbers,4.096426963806152,23.533554077148438,72431,0,0
HumanEval/0,0,50,4,body,[j,3.8796873092651367,23.749181747436523,84091,0,0
HumanEval/0,0,51,4,body,]),5.394040584564209,22.229326248168945,92362,0,0
HumanEval/0,0,52,4,body, <,2.737004280090332,24.885311126708984,25457,0,0
HumanEval/0,0,53,4,body, threshold,4.559840202331543,23.06993865966797,74129,0,0
HumanEval/0,0,54,4,body,":
",5.354482650756836,22.2371883392334,72431,0,0
HumanEval/0,0,55,4,body,               ,4.52041482925415,23.032833099365234,91838,0,0
HumanEval/0,0,56,4,body, return,3.589949607849121,24.034042358398438,81619,0,0
HumanEval/0,0,57,4,body, True,2.887805938720703,24.74195671081543,141990,0,0
HumanEval/0,0,58,4,operator,"
",4.996763706207275,21.843944549560547,134494,0,0
HumanEval/0,0,59,4,operator,   ,2.8960561752319336,24.64499855041504,75311,0,0
HumanEval/0,0,60,4,operator, return,5.10255241394043,22.51830291748047,95553,0,0
HumanEval/0,0,61,4,body, False,4.274354934692383,23.300687789916992,141990,0,0
HumanEval/0,0,62,4,operator,"
",4.255229949951172,18.052040100097656,127948,0,0
HumanEval/0,0,0,5,body,from,5.373117923736572,17.744449615478516,59919,0,0
HumanEval/0,0,1,5,body, typing,6.374735355377197,20.829498291015625,56306,0,0
HumanEval/0,0,2,5,body, import,5.99558687210083,21.496295928955078,61194,0,0
HumanEval/0,0,3,5,body, List,7.502474784851074,19.313392639160156,52401,0,0
HumanEval/0,0,4,5,operator,"


",7.7180094718933105,16.201961517333984,91647,0,0
HumanEval/0,0,5,5,signature,def,5.776686668395996,20.98430633544922,133805,0,0
HumanEval/0,0,6,5,signature, has,6.310491561889648,21.122024536132812,96308,0,0
HumanEval/0,0,7,5,signature,_close,5.285833358764648,22.34157943725586,87074,0,0
HumanEval/0,0,8,5,signature,_elements,6.039662837982178,21.566194534301758,144924,0,0
HumanEval/0,0,9,5,signature,(numbers,8.384173393249512,19.22136688232422,96876,0,0
HumanEval/0,0,10,5,signature,:,5.318419456481934,22.21738624572754,75710,0,0
HumanEval/0,0,11,5,signature, List,5.330502510070801,22.295948028564453,95166,0,0
HumanEval/0,0,12,5,signature,[float,7.016386032104492,20.609821319580078,15742,0,0
